time,phase,truth_px,truth_py,truth_pz,truth_vx,truth_vy,truth_vz,truth_roll,truth_pitch,truth_yaw,est_px,est_py,est_pz,est_vx,est_vy,est_vz,est_roll,est_pitch,est_yaw,std_px,std_py,std_pz,std_vx,std_vy,std_vz,std_roll,std_pitch,std_yaw,err_px,err_py,err_pz,err_norm
0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034937,0.000000,0.000000,0.000000,0.034640,0.029407,0.000009,0.500000,0.500000,0.049725,0.300000,0.300000,0.300000,4.100059,4.100059,5.729578,0.000000,0.000000,0.034937,0.034937
0.020000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000002,0.047742,-0.000171,0.000261,0.009244,0.054388,0.031091,0.000641,0.500036,0.500036,0.035386,0.300986,0.300986,0.299668,3.372127,3.372127,5.729612,-0.000001,0.000002,0.047742,0.047742
0.040000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000006,0.000009,0.052266,-0.000292,0.000511,0.018033,0.068167,0.045249,0.001899,0.500145,0.500145,0.029422,0.302232,0.302232,0.297229,2.938127,2.938127,5.729670,-0.000006,0.000009,0.052266,0.052266
0.065000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000016,0.000029,0.055459,-0.000505,0.000908,0.028506,0.081671,0.053556,0.002285,0.500383,0.500383,0.026809,0.304033,0.304033,0.290506,2.642635,2.642635,5.729773,-0.000016,0.000029,0.055459,0.055459
0.080000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000024,0.000047,0.062323,-0.000615,0.001138,0.060606,0.087993,0.053897,0.002179,0.500581,0.500581,0.024880,0.305077,0.305077,0.282255,2.425168,2.425168,5.729853,-0.000024,0.000047,0.062323,0.062323
0.100000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000051,0.000080,0.064039,-0.001064,0.001605,0.063487,0.096685,0.071817,0.001695,0.500910,0.500910,0.024312,0.306613,0.306613,0.270952,2.256830,2.256830,5.729979,-0.000051,0.000080,0.064039,0.064039
0.120000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000085,0.000126,0.062661,-0.001525,0.002058,0.046098,0.106782,0.080755,0.001949,0.501314,0.501314,0.024184,0.308207,0.308207,0.257027,2.121708,2.121708,5.730128,-0.000085,0.000126,0.062661,0.062661
0.140000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000140,0.000194,0.061721,-0.002264,0.002761,0.033568,0.122959,0.093908,0.002082,0.501793,0.501793,0.024214,0.309853,0.309853,0.241381,2.010287,2.010287,5.730300,-0.000140,0.000194,0.061721,0.061721
0.160000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000196,0.000268,0.057582,-0.002550,0.003110,0.001371,0.131082,0.099226,0.002109,0.502349,0.502349,0.024243,0.311549,0.311549,0.224992,1.916471,1.916471,5.730495,-0.000196,0.000268,0.057582,0.057583
0.180000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000282,0.000382,0.057600,-0.003234,0.004160,0.001317,0.149805,0.110940,0.002463,0.502980,0.502980,0.024206,0.313291,0.313291,0.208745,1.836155,1.836155,5.730712,-0.000282,0.000382,0.057600,0.057602
0.200000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000365,0.000503,0.056148,-0.003684,0.005132,-0.007910,0.159050,0.115932,0.002706,0.503690,0.503690,0.024076,0.315079,0.315079,0.193233,1.766457,1.766457,5.730953,-0.000365,0.000503,0.056148,0.056151
0.220000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000515,0.000660,0.051128,-0.004752,0.006006,-0.036386,0.171958,0.134092,0.002694,0.504476,0.504476,0.023869,0.316908,0.316908,0.178876,1.705288,1.705288,5.731216,-0.000515,0.000660,0.051128,0.051135
0.240000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000709,0.000849,0.050592,-0.006022,0.007129,-0.035085,0.185223,0.155097,0.002780,0.505342,0.505342,0.023596,0.318777,0.318777,0.165844,1.651094,1.651094,5.731503,-0.000709,0.000849,0.050592,0.050604
0.260000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000878,0.001058,0.050432,-0.006867,0.008311,-0.031948,0.196270,0.161852,0.002982,0.506286,0.506286,0.023275,0.320687,0.320687,0.154179,1.602689,1.602689,5.731812,-0.000878,0.001058,0.050432,0.050451
0.280000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001047,0.001331,0.049622,-0.007514,0.009665,-0.032807,0.211898,0.166800,0.002173,0.507310,0.507310,0.022928,0.322637,0.322637,0.143872,1.559151,1.559152,5.732144,-0.001047,0.001331,0.049622,0.049650
0.300000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001265,0.001684,0.044995,-0.008531,0.011644,-0.051617,0.233132,0.175727,0.003095,0.508415,0.508415,0.022564,0.324624,0.324624,0.134815,1.519754,1.519755,5.732499,-0.001265,0.001684,0.044995,0.045045
0.320000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001526,0.002018,0.044826,-0.009596,0.013157,-0.047595,0.244192,0.186314,0.000781,0.509600,0.509600,0.022198,0.326650,0.326650,0.126925,1.483914,1.483914,5.732877,-0.001526,0.002018,0.044826,0.044897
0.340000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001794,0.002456,0.049705,-0.010565,0.014943,-0.021982,0.262583,0.193342,0.000892,0.510866,0.510866,0.021835,0.328711,0.328711,0.120073,1.451156,1.451157,5.733278,-0.001794,0.002456,0.049705,0.049798
0.360000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002130,0.002859,0.051072,-0.011930,0.016358,-0.014542,0.271600,0.204989,0.001106,0.512215,0.512215,0.021478,0.330810,0.330810,0.114142,1.421091,1.421091,5.733702,-0.002130,0.002859,0.051072,0.051196
0.380000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002480,0.003378,0.053034,-0.013222,0.018188,-0.005307,0.288579,0.214386,0.000483,0.513646,0.513646,0.021137,0.332943,0.332943,0.109040,1.393395,1.393395,5.734148,-0.002480,0.003378,0.053034,0.053199
0.400000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002903,0.003955,0.054473,-0.014726,0.020273,0.000840,0.303463,0.225679,0.000553,0.515160,0.515160,0.020808,0.335109,0.335109,0.104653,1.367796,1.367797,5.734618,-0.002903,0.003955,0.054473,0.054693
0.420000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003384,0.004544,0.051315,-0.016390,0.022202,-0.011104,0.316935,0.236996,0.000330,0.516758,0.516758,0.020499,0.337309,0.337309,0.100907,1.344066,1.344066,5.735110,-0.003384,0.004544,0.051315,0.051627
0.440000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003864,0.005281,0.051615,-0.018022,0.024901,-0.009290,0.335119,0.246995,0.000176,0.518440,0.518440,0.020207,0.339544,0.339544,0.097714,1.322008,1.322009,5.735625,-0.003864,0.005281,0.051615,0.052028
0.460000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004451,0.006019,0.049903,-0.019771,0.027051,-0.014946,0.348211,0.259819,0.000156,0.520208,0.520208,0.019931,0.341811,0.341811,0.094998,1.301456,1.301457,5.736163,-0.004451,0.006019,0.049903,0.050461
0.480000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005051,0.006772,0.047159,-0.021610,0.028927,-0.023484,0.359978,0.270582,0.000816,0.522060,0.522060,0.019676,0.344107,0.344107,0.092706,1.282265,1.282266,5.736724,-0.005051,0.006772,0.047159,0.047910
0.500000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005490,0.007361,0.046628,-0.022536,0.030271,-0.023656,0.359411,0.270379,0.000382,0.524018,0.524018,0.021097,0.346927,0.346927,0.095096,1.283699,1.283700,5.737308,-0.005490,0.007361,0.046628,0.047524
0.520000,1,0.000000,0.000000,0.000237,0.000000,0.000000,0.023685,0.000000,0.000000,0.000000,-0.005947,0.007976,0.046157,-0.023368,0.031441,-0.023480,0.359196,0.269638,0.001327,0.526067,0.526067,0.022590,0.349812,0.349812,0.097434,1.285232,1.285233,5.737914,-0.005947,0.007976,0.045920,0.046985
0.540000,1,0.000000,0.000000,0.000947,0.000000,0.000000,0.047354,0.000000,0.000000,0.000000,-0.006422,0.008611,0.045686,-0.024373,0.032389,-0.023614,0.359464,0.269815,0.002176,0.528208,0.528208,0.024146,0.352764,0.352763,0.099716,1.286865,1.286867,5.738544,-0.006422,0.008611,0.044738,0.046010
0.560000,1,0.000000,0.000000,0.002131,0.000000,0.000000,0.070994,0.000000,0.000000,0.000000,-0.006914,0.009268,0.044963,-0.025191,0.033644,-0.024386,0.359864,0.269896,0.002575,0.530443,0.530443,0.025759,0.355777,0.355777,0.101939,1.288598,1.288599,5.739196,-0.006914,0.009268,0.042832,0.044365
0.580000,1,0.000000,0.000000,0.003787,0.000000,0.000000,0.094589,0.000000,0.000000,0.000000,-0.007424,0.009950,0.044476,-0.026093,0.034939,-0.024378,0.360530,0.271121,0.002799,0.532772,0.532772,0.027431,0.358852,0.358851,0.104123,1.290429,1.290430,5.739871,-0.007424,0.009950,0.040689,0.042541
0.600000,1,0.000000,0.000000,0.005914,0.000000,0.000000,0.118124,0.000000,0.000000,0.000000,-0.007953,0.010659,0.043867,-0.026999,0.036300,-0.024643,0.361175,0.271197,0.002651,0.535197,0.535197,0.029149,0.361986,0.361985,0.106249,1.292359,1.292360,5.740568,-0.007953,0.010659,0.037953,0.040216
0.620000,1,0.000000,0.000000,0.008511,0.000000,0.000000,0.141584,0.000000,0.000000,0.000000,-0.008498,0.011393,0.043375,-0.027777,0.037407,-0.024544,0.360947,0.271803,0.002695,0.537718,0.537718,0.030922,0.365178,0.365178,0.108346,1.294387,1.294388,5.741289,-0.008498,0.011393,0.034863,0.037649
0.640000,1,0.000000,0.000000,0.011577,0.000000,0.000000,0.164955,0.000000,0.000000,0.000000,-0.009061,0.012149,0.042883,-0.028807,0.038386,-0.024646,0.360785,0.271973,0.002215,0.540336,0.540336,0.032741,0.368431,0.368430,0.110403,1.296512,1.296513,5.742032,-0.009061,0.012149,0.031306,0.034782
0.660000,1,0.000000,0.000000,0.015109,0.000000,0.000000,0.188222,0.000000,0.000000,0.000000,-0.009642,0.012924,0.042115,-0.029673,0.039550,-0.025552,0.360043,0.271141,0.002256,0.543053,0.543053,0.034597,0.371740,0.371740,0.112404,1.298735,1.298736,5.742798,-0.009642,0.012924,0.027006,0.031454
0.680000,1,0.000000,0.000000,0.019105,0.000000,0.000000,0.211370,0.000000,0.000000,0.000000,-0.010243,0.013722,0.041603,-0.030702,0.040569,-0.025646,0.360439,0.271298,0.002270,0.545870,0.545870,0.036503,0.375104,0.375104,0.114388,1.301054,1.301055,5.743587,-0.010243,0.013722,0.022499,0.028273
0.700000,1,0.000000,0.000000,0.023563,0.000000,0.000000,0.234385,0.000000,0.000000,0.000000,-0.010866,0.014542,0.041157,-0.031706,0.041700,-0.025324,0.360487,0.270608,0.000511,0.548787,0.548787,0.038438,0.378519,0.378519,0.116312,1.303469,1.303470,5.744399,-0.010866,0.014542,0.017595,0.025281
0.720000,1,0.000000,0.000000,0.028479,0.000000,0.000000,0.257251,0.000000,0.000000,0.000000,-0.011507,0.015386,0.040650,-0.032709,0.043079,-0.025312,0.359684,0.270335,-0.000363,0.551806,0.551806,0.040424,0.381989,0.381988,0.118231,1.305980,1.305981,5.745233,-0.011507,0.015386,0.012171,0.022744
0.740000,1,0.000000,0.000000,0.033852,0.000000,0.000000,0.279955,0.000000,0.000000,0.000000,-0.012169,0.016257,0.040144,-0.033675,0.044311,-0.025288,0.359201,0.270684,-0.000851,0.554928,0.554928,0.042449,0.385509,0.385509,0.120119,1.308585,1.308586,5.746090,-0.012169,0.016257,0.006292,0.021259
0.760000,1,0.000000,0.000000,0.039676,0.000000,0.000000,0.302482,0.000000,0.000000,0.000000,-0.012846,0.017146,0.039014,-0.034581,0.045343,-0.026776,0.358705,0.269725,-0.000619,0.558154,0.558154,0.044492,0.389081,0.389081,0.121941,1.311285,1.311286,5.746970,-0.012846,0.017146,-0.000662,0.021435
0.780000,1,0.000000,0.000000,0.045950,0.000000,0.000000,0.324818,0.000000,0.000000,0.000000,-0.013544,0.018062,0.038479,-0.035463,0.046481,-0.026786,0.359108,0.270059,-0.000188,0.561484,0.561484,0.046588,0.392702,0.392702,0.123773,1.314079,1.314080,5.747872,-0.013544,0.018062,-0.007471,0.023780
0.800000,1,0.000000,0.000000,0.052668,0.000000,0.000000,0.346949,0.000000,0.000000,0.000000,-0.014260,0.018998,0.037760,-0.036470,0.047684,-0.027268,0.359775,0.270465,-0.000198,0.564920,0.564920,0.048695,0.396373,0.396372,0.125530,1.316966,1.316968,5.748798,-0.014260,0.018998,-0.014908,0.028045
0.820000,1,0.000000,0.000000,0.059826,0.000000,0.000000,0.368861,0.000000,0.000000,0.000000,-0.014997,0.019959,0.037216,-0.037526,0.048716,-0.027179,0.359391,0.269934,0.000183,0.568463,0.568463,0.050860,0.400088,0.400088,0.127310,1.319946,1.319947,5.749745,-0.014997,0.019959,-0.022610,0.033682
0.840000,1,0.000000,0.000000,0.067421,0.000000,0.000000,0.390540,0.000000,0.000000,0.000000,-0.015753,0.020943,0.036671,-0.038287,0.049949,-0.027393,0.359047,0.269616,-0.000572,0.572113,0.572113,0.053058,0.403854,0.403854,0.129065,1.323018,1.323019,5.750716,-0.015753,0.020943,-0.030749,0.040402
0.860000,1,0.000000,0.000000,0.075446,0.000000,0.000000,0.411972,0.000000,0.000000,0.000000,-0.016521,0.021944,0.035312,-0.039192,0.051187,-0.029110,0.360179,0.269453,-0.001378,0.575872,0.575872,0.055253,0.407664,0.407663,0.130736,1.326181,1.326182,5.751709,-0.016521,0.021944,-0.040134,0.048633
0.880000,1,0.000000,0.000000,0.083898,0.000000,0.000000,0.433144,0.000000,0.000000,0.000000,-0.017311,0.022978,0.034731,-0.039841,0.052473,-0.028925,0.361054,0.269107,-0.001086,0.579741,0.579741,0.057515,0.411515,0.411514,0.132446,1.329435,1.329436,5.752725,-0.017311,0.022978,-0.049166,0.056965
0.900000,1,0.000000,0.000000,0.092770,0.000000,0.000000,0.454042,0.000000,0.000000,0.000000,-0.018117,0.024040,0.034582,-0.040686,0.053707,-0.028203,0.360527,0.269492,-0.001468,0.583720,0.583719,0.059761,0.415414,0.415413,0.134055,1.332779,1.332780,5.753764,-0.018117,0.024040,-0.058188,0.065513
0.920000,1,0.000000,0.000000,0.102057,0.000000,0.000000,0.474654,0.000000,0.000000,0.000000,-0.019126,0.025371,0.060978,-0.041901,0.055331,0.022554,0.362292,0.271414,-0.001349,0.587810,0.587810,0.038940,0.419353,0.419351,0.100676,1.336204,1.336209,5.754825,-0.019126,0.025371,-0.041080,0.051933
0.940000,1,0.000000,0.000000,0.111754,0.000000,0.000000,0.494965,0.000000,0.000000,0.000000,-0.020122,0.026687,0.081433,-0.043037,0.057060,0.060037,0.364650,0.272521,-0.001770,0.592012,0.592012,0.031438,0.423334,0.423333,0.091213,1.339723,1.339729,5.755909,-0.020122,0.026687,-0.030321,0.045127
0.960000,1,0.000000,0.000000,0.121854,0.000000,0.000000,0.514965,0.000000,0.000000,0.000000,-0.021122,0.028014,0.098365,-0.044274,0.058556,0.089840,0.367471,0.274101,-0.001410,0.596328,0.596327,0.027331,0.427358,0.427356,0.087318,1.343332,1.343338,5.757015,-0.021122,0.028014,-0.023489,0.042221
0.980000,1,0.000000,0.000000,0.132351,0.000000,0.000000,0.534638,0.000000,0.000000,0.000000,-0.022061,0.029256,0.105037,-0.045347,0.059859,0.099261,0.368646,0.274438,-0.001107,0.600757,0.600757,0.024696,0.431422,0.431420,0.085599,1.347028,1.347035,5.758144,-0.022061,0.029256,-0.027313,0.045701
1.000000,1,0.000000,0.000000,0.143237,0.000000,0.000000,0.553975,0.000000,0.000000,0.000000,-0.023147,0.030691,0.122272,-0.046756,0.061855,0.130153,0.371146,0.275670,-0.000510,0.605301,0.605300,0.022853,0.435526,0.435524,0.084912,1.350811,1.350818,5.759296,-0.023147,0.030691,-0.020965,0.043787
1.020000,1,0.000000,0.000000,0.154507,0.000000,0.000000,0.572961,0.000000,0.000000,0.000000,-0.024169,0.032046,0.131118,-0.047838,0.063262,0.143422,0.373675,0.276384,-0.001234,0.609960,0.609960,0.021506,0.439668,0.439666,0.084770,1.354680,1.354688,5.760470,-0.024169,0.032046,-0.023389,0.046456
1.045000,1,0.000000,0.000000,0.169123,0.000000,0.000000,0.596183,0.000000,0.000000,0.000000,-0.025481,0.033777,0.141135,-0.049464,0.065255,0.158105,0.375595,0.277606,-0.000846,0.615948,0.615948,0.020685,0.444898,0.444896,0.085417,1.359636,1.359644,5.761969,-0.025481,0.033777,-0.027987,0.050730
1.065000,1,0.000000,0.000000,0.181229,0.000000,0.000000,0.614339,0.000000,0.000000,0.000000,-0.026496,0.035120,0.145406,-0.050314,0.066687,0.160737,0.375996,0.277460,-0.001069,0.620870,0.620870,0.019881,0.449126,0.449124,0.085588,1.363695,1.363703,5.763194,-0.026496,0.035120,-0.035823,0.056734
1.085000,1,0.000000,0.000000,0.193694,0.000000,0.000000,0.632106,0.000000,0.000000,0.000000,-0.027584,0.036560,0.152128,-0.051445,0.068145,0.169509,0.375760,0.278866,-0.000446,0.625910,0.625909,0.019265,0.453391,0.453388,0.085850,1.367837,1.367846,5.764441,-0.027584,0.036560,-0.041566,0.061849
1.105000,1,0.000000,0.000000,0.206510,0.000000,0.000000,0.649474,0.000000,0.000000,0.000000,-0.028764,0.038124,0.161580,-0.052769,0.069874,0.185533,0.377740,0.279561,-0.002147,0.631068,0.631068,0.018791,0.457690,0.457687,0.086138,1.372062,1.372072,5.765711,-0.028764,0.038124,-0.044930,0.065570
1.125000,1,0.000000,0.000000,0.219670,0.000000,0.000000,0.666432,0.000000,0.000000,0.000000,0.021867,-0.002142,0.175055,0.011045,0.019071,0.212174,0.284192,0.162665,-0.007828,0.520503,0.520501,0.018430,0.053421,0.053422,0.086415,1.090331,1.090311,5.765881,0.021867,-0.002142,-0.044615,0.049732
1.145000,1,0.000000,0.000000,0.233165,0.000000,0.000000,0.682969,0.000000,0.000000,0.000000,0.020373,0.000509,0.187129,0.008326,0.022882,0.234448,0.290190,0.166650,-0.007842,0.520570,0.520567,0.018161,0.058254,0.058229,0.086655,1.095157,1.095143,5.767195,0.020373,0.000509,-0.046035,0.050344
1.165000,1,0.000000,0.000000,0.246986,0.000000,0.000000,0.699075,0.000000,0.000000,0.000000,0.017058,-0.003278,0.203410,0.002412,0.011237,0.268903,0.243656,0.181596,-0.185461,0.520239,0.520235,0.017898,0.044050,0.044001,0.086770,1.089856,1.089847,5.742238,0.017058,-0.003278,-0.043576,0.046911
1.185000,1,0.000000,0.000000,0.261125,0.000000,0.000000,0.714739,0.000000,0.000000,0.000000,0.016154,-0.001490,0.216444,0.001348,0.013481,0.292425,0.246396,0.181851,-0.184718,0.520246,0.520240,0.017768,0.050011,0.049950,0.086916,1.094878,1.094871,5.743592,0.016154,-0.001490,-0.044681,0.047535
1.205000,1,0.000000,0.000000,0.275572,0.000000,0.000000,0.729952,0.000000,0.000000,0.000000,0.015847,0.000315,0.229752,0.006403,0.017014,0.315809,0.255728,0.152846,-0.134110,0.520232,0.520225,0.017668,0.045033,0.044980,0.086981,1.089803,1.089797,5.738305,0.015847,0.000315,-0.045820,0.048484
1.225000,1,0.000000,0.000000,0.290320,0.000000,0.000000,0.744704,0.000000,0.000000,0.000000,0.015278,0.001833,0.243045,0.005801,0.018779,0.338208,0.255226,0.152529,-0.133108,0.520206,0.520198,0.017616,0.051207,0.051154,0.086989,1.094993,1.094987,5.739703,0.015278,0.001833,-0.047275,0.049716
1.245000,1,0.000000,0.000000,0.305357,0.000000,0.000000,0.758985,0.000000,0.000000,0.000000,0.014654,0.003275,0.253388,0.007734,0.016793,0.349958,0.238163,0.139210,-0.136218,0.520142,0.520133,0.017586,0.048308,0.048255,0.086929,1.088113,1.088094,5.739012,0.014654,0.003275,-0.051969,0.054095
1.265000,1,0.000000,0.000000,0.320676,0.000000,0.000000,0.772787,0.000000,0.000000,0.000000,0.015911,0.004670,0.265597,0.002803,0.016904,0.366994,0.233165,0.165160,-0.148070,0.519999,0.519989,0.017574,0.045633,0.045581,0.086808,1.078995,1.078962,5.739438,0.015911,0.004670,-0.055079,0.057521
1.285000,1,0.000000,0.000000,0.336266,0.000000,0.000000,0.786100,0.000000,0.000000,0.000000,0.015282,0.006152,0.282077,0.002465,0.018232,0.397223,0.233165,0.163549,-0.147406,0.519948,0.519937,0.017577,0.051964,0.051917,0.086639,1.084386,1.084351,5.740903,0.015282,0.006152,-0.054189,0.056637
1.305000,1,0.000000,0.000000,0.352117,0.000000,0.000000,0.798918,0.000000,0.000000,0.000000,0.012987,0.015892,0.298417,0.006535,-0.001345,0.425525,0.105251,0.135668,-0.155979,0.519739,0.519728,0.017586,0.049602,0.049556,0.086425,1.074183,1.074140,5.742219,0.012987,0.015892,-0.053700,0.057488
1.325000,1,0.000000,0.000000,0.368219,0.000000,0.000000,0.811230,0.000000,0.000000,0.000000,0.012646,0.016680,0.315530,0.006373,-0.000773,0.454421,0.103973,0.135248,-0.157164,0.519675,0.519663,0.017600,0.055708,0.055666,0.086181,1.079706,1.079660,5.743729,0.012646,0.016680,-0.052689,0.056694
1.345000,1,0.000000,0.000000,0.384562,0.000000,0.000000,0.823030,0.000000,0.000000,0.000000,0.007738,0.015528,0.332392,0.017320,0.003867,0.480470,0.128622,0.066110,-0.103016,0.519447,0.519433,0.017615,0.053895,0.053871,0.085911,1.070515,1.070487,5.743681,0.007738,0.015528,-0.052170,0.054979
1.365000,1,0.000000,0.000000,0.401137,0.000000,0.000000,0.834311,0.000000,0.000000,0.000000,0.007816,0.016117,0.348999,0.017223,0.004452,0.503976,0.128836,0.064634,-0.102055,0.519370,0.519355,0.017630,0.059779,0.059758,0.085624,1.076166,1.076139,5.745235,0.007816,0.016117,-0.052138,0.055129
1.385000,1,0.000000,0.000000,0.417931,0.000000,0.000000,0.845064,0.000000,0.000000,0.000000,0.006063,0.023081,0.368736,0.021396,-0.009825,0.536406,0.040573,0.038435,-0.129730,0.519128,0.519112,0.017643,0.058219,0.058207,0.085331,1.067442,1.067401,5.746007,0.006063,0.023081,-0.049196,0.054678
1.405000,1,0.000000,0.000000,0.434936,0.000000,0.000000,0.855284,0.000000,0.000000,0.000000,0.010101,0.013314,0.386226,0.013283,0.012638,0.558910,0.171183,0.087166,-0.104330,0.518884,0.518866,0.017653,0.056830,0.056831,0.085034,1.059405,1.059371,5.746173,0.010101,0.013314,-0.048710,0.051497
1.425000,1,0.000000,0.000000,0.452139,0.000000,0.000000,0.864963,0.000000,0.000000,0.000000,0.010193,0.013900,0.405257,0.013461,0.012997,0.585057,0.170046,0.085202,-0.102439,0.518800,0.518782,0.017661,0.062567,0.062569,0.084745,1.065222,1.065187,5.747795,0.010193,0.013900,-0.046882,0.049951
1.445000,1,0.000000,0.000000,0.469531,0.000000,0.000000,0.874096,0.000000,0.000000,0.000000,0.015179,0.018423,0.427855,0.002316,0.004284,0.621500,0.116089,0.149718,-0.095060,0.518546,0.518529,0.017666,0.061096,0.061100,0.084466,1.056800,1.056741,5.749368,0.015179,0.018423,-0.041675,0.048027
1.465000,1,0.000000,0.000000,0.487099,0.000000,0.000000,0.882677,0.000000,0.000000,0.000000,0.015182,0.018587,0.444135,0.001911,0.004390,0.634470,0.115415,0.150694,-0.095534,0.518455,0.518438,0.017667,0.066635,0.066640,0.084196,1.062741,1.062678,5.751034,0.015182,0.018587,-0.042964,0.049212
1.485000,1,0.000000,0.000000,0.504834,0.000000,0.000000,0.890701,0.000000,0.000000,0.000000,0.005556,0.015428,0.462948,0.025731,0.012904,0.654902,0.161033,0.014411,-0.095068,0.518214,0.518195,0.017667,0.065364,0.065368,0.083946,1.055125,1.055084,5.752543,0.005556,0.015428,-0.041886,0.044982
1.505000,1,0.000000,0.000000,0.522724,0.000000,0.000000,0.898162,0.000000,0.000000,0.000000,0.006077,0.015714,0.482269,0.026033,0.013236,0.675562,0.161080,0.013276,-0.095616,0.518117,0.518098,0.017662,0.070732,0.070738,0.083710,1.061181,1.061141,5.754254,0.006077,0.015714,-0.040455,0.043823
1.525000,1,0.000000,0.000000,0.540757,0.000000,0.000000,0.905055,0.000000,0.000000,0.000000,0.009611,0.017365,0.498690,0.018128,0.010141,0.685317,0.140378,0.056553,-0.095244,0.517885,0.517867,0.017656,0.069543,0.069554,0.083496,1.054073,1.053990,5.755636,0.009611,0.017365,-0.042067,0.046514
1.545000,1,0.000000,0.000000,0.558922,0.000000,0.000000,0.911377,0.000000,0.000000,0.000000,0.013185,0.021359,0.518801,0.009772,0.000211,0.706526,0.084587,0.101817,-0.096321,0.517658,0.517641,0.017649,0.068331,0.068345,0.083301,1.047088,1.046991,5.757363,0.013185,0.021359,-0.040121,0.047326
1.565000,1,0.000000,0.000000,0.577208,0.000000,0.000000,0.917124,0.000000,0.000000,0.000000,0.013461,0.021217,0.542672,0.009831,0.000433,0.738729,0.085517,0.100786,-0.094923,0.517562,0.517544,0.017639,0.073561,0.073576,0.083124,1.053293,1.053197,5.759140,0.013461,0.021217,-0.034536,0.042709
1.585000,1,0.000000,0.000000,0.595603,0.000000,0.000000,0.922291,0.000000,0.000000,0.000000,0.018536,0.019281,0.564496,-0.004231,0.005855,0.761960,0.113372,0.175156,-0.108199,0.517348,0.517329,0.017629,0.072385,0.072401,0.082968,1.046629,1.046551,5.760853,0.018536,0.019281,-0.031107,0.041024
1.605000,1,0.000000,0.000000,0.614096,0.000000,0.000000,0.926875,0.000000,0.000000,0.000000,0.018514,0.019290,0.584608,-0.004553,0.006027,0.777898,0.113298,0.175579,-0.108692,0.517249,0.517229,0.017617,0.077478,0.077495,0.082828,1.052948,1.052868,5.762675,0.018514,0.019290,-0.029488,0.039805
1.625000,1,0.000000,0.000000,0.632674,0.000000,0.000000,0.930874,0.000000,0.000000,0.000000,0.020825,0.017712,0.602825,-0.012431,0.011376,0.786573,0.138982,0.215480,-0.117315,0.517049,0.517028,0.017605,0.076404,0.076415,0.082708,1.046828,1.046775,5.764113,0.020825,0.017712,-0.029849,0.040477
1.645000,1,0.000000,0.000000,0.651327,0.000000,0.000000,0.934285,0.000000,0.000000,0.000000,0.020559,0.017958,0.617919,-0.013192,0.011675,0.784542,0.138213,0.215964,-0.117099,0.516948,0.516927,0.017594,0.081374,0.081386,0.082604,1.053255,1.053201,5.765979,0.020559,0.017958,-0.033408,0.043143
